	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000008300	0.9987393739653935	1.0	0.9998	0.9504
ENSG00000008311	0.6548074287807227	1.0	0.782	0.3769
ENSG00000008441	0.9956950618252263	1.0	0.9586	0.9479
ENSG00000008710	0.9151522886778028	1.0	0.9999	0.6175
ENSG00000008735	0.9948678811409115	1.0	0.9586	0.9393
ENSG00000008869	0.07980568905843688	0.6631417236295224	0.1531	0.1008
ENSG00000009307	0.798063681970705	1.0	0.7142	0.6107
ENSG00000009335	0.7844357277284678	1.0	0.6664	0.6304
ENSG00000009413	0.827495890645906	1.0	0.8357	0.5666
ENSG00000009694	0.3135396535255357	0.989870797518451	0.3092	0.3003
ENSG00000009724	0.9050607201764287	1.0	0.9837	0.6071
ENSG00000009790	0.8561596323100119	1.0	0.7612	0.6754
ENSG00000009950	0.9965383211264728	1.0	0.9586	0.9576
ENSG00000009954	0.1330185125895158	0.7736275921951915	0.2379	0.1235
ENSG00000010030	0.70416429104294	1.0	0.4547	0.7424
ENSG00000010165	0.7731266985181693	1.0	0.7705	0.5286
ENSG00000010219	0.5667489353605935	1.0	0.4741	0.4833
ENSG00000010282	0.9589512774434527	1.0	0.8629	0.8431
ENSG00000010292	0.6999566684708758	1.0	0.4941	0.6754
ENSG00000010322	0.8860394970606881	1.0	0.9907	0.5676
ENSG00000010671	0.0017800879070883902	0.25573034630475533	0.0009	0.2062
ENSG00000010818	0.8478925619789349	1.0	0.8318	0.6034
ENSG00000010932	0.33197183253145646	1.0	0.3449	0.2921
ENSG00000011021	0.3270667427824425	1.0	0.7586	0.13
ENSG00000011028	0.35448043086503933	1.0	0.399	0.2776
ENSG00000011083	0.9418543364399785	1.0	0.8819	0.7699
ENSG00000011114	0.2440499586179351	0.9216450099065666	0.3833	0.1709
ENSG00000011201	0.9991309426171826	1.0	0.9586	1.0
ENSG00000011304	0.6716541378240688	1.0	0.4412	0.6999
ENSG00000011405	0.6247370167956194	1.0	0.4668	0.5804
ENSG00000011451	0.8071711342070166	1.0	0.658	0.6798
ENSG00000011454	0.5488619179357379	1.0	0.3653	0.5946
ENSG00000011465	0.6841642015544482	1.0	0.509	0.6279
ENSG00000011566	0.010355241756515032	0.3778430474252211	0.0166	0.0821
ENSG00000011677	0.8140423050992753	1.0	0.7045	0.6472
ENSG00000012048	0.582944427966315	1.0	0.66	0.3641
ENSG00000012061	0.9999566203136232	1.0	0.9907	1.0
ENSG00000012174	0.06649625694786843	0.6356030629010944	0.0375	0.3286
ENSG00000012504	0.9753304347437343	1.0	0.9983	0.7876
ENSG00000012779	0.05346092860327267	0.6035276101990082	0.0566	0.1668
ENSG00000012817	0.6775860499573447	1.0	0.6903	0.4547
ENSG00000013293	0.8918203334145619	1.0	0.6954	0.8233
ENSG00000013297	0.8918203334145619	1.0	0.6954	0.8233
ENSG00000013441	0.30246778538711694	0.9774692915212704	0.3093	0.2853
ENSG00000013503	0.9650237037263893	1.0	0.8271	0.9037
ENSG00000013523	0.42135023492648394	1.0	0.2119	0.6754
ENSG00000013561	0.030896911415167594	0.49882366942599654	0.08	0.0611
ENSG00000013573	0.1301758092050329	0.7672862600258189	0.2314	0.1235
ENSG00000013588	0.6323953514247163	1.0	0.4941	0.5603
ENSG00000013725	0.5448284376332012	1.0	0.4475	0.4795
ENSG00000014123	0.4161021980641775	1.0	0.4093	0.3431
ENSG00000014164	0.6521335243686095	1.0	0.9907	0.2953
ENSG00000014216	0.747673840885028	1.0	0.9852	0.3857
ENSG00000014257	0.6680027618718727	1.0	0.5792	0.5278
ENSG00000014914	0.5539374635608192	1.0	0.8683	0.254
ENSG00000015133	0.8558030135524688	1.0	0.9907	0.5184
ENSG00000015479	0.9991309426171826	1.0	0.9586	1.0
ENSG00000015520	0.2459965949143359	0.9222786852375182	0.3599	0.184
ENSG00000016082	0.9991309426171826	1.0	0.9586	1.0
ENSG00000016602	0.5541454070635865	1.0	0.2973	0.7423
ENSG00000017260	0.9893514841723439	1.0	0.9586	0.8947
ENSG00000017373	0.17570129121388467	0.8491540699421041	0.1262	0.3342
ENSG00000017427	0.2947916274591764	0.9682850309062873	0.5286	0.161
ENSG00000017621	0.037112887735089695	0.5315774266154519	0.0905	0.0672
ENSG00000018236	0.1625373678311398	0.8282244927721422	0.2728	0.1396
ENSG00000018280	0.9661047147674857	1.0	0.8448	0.8892
ENSG00000018510	0.9844885191655802	1.0	0.9907	0.8369
ENSG00000018625	0.5679588776320252	1.0	0.4291	0.5359
ENSG00000018699	0.09024741264564728	0.7011617737868414	0.1117	0.161
ENSG00000019144	0.9899492705520877	1.0	0.9907	0.8697
ENSG00000019186	0.9895617468573433	1.0	0.9907	0.8671
ENSG00000019485	0.9636930041887926	1.0	0.9907	0.7499
ENSG00000019549	0.6261169130830497	1.0	0.8497	0.3201
ENSG00000019991	0.23798199393428243	0.916350265588663	0.1243	0.5092
ENSG00000019995	0.5145114093053857	1.0	0.4306	0.4539
ENSG00000020181	0.7577164982369108	1.0	0.5343	0.7309
ENSG00000020256	0.9911901207735797	1.0	0.9907	0.8784
ENSG00000020577	0.9480609092528508	1.0	0.8037	0.8654
ENSG00000021488	0.3322316039910149	1.0	0.465	0.2169
ENSG00000021645	0.38565667704744144	1.0	0.5403	0.232
ENSG00000021762	0.21923424878821407	0.8935680877473113	0.3903	0.1451
ENSG00000021826	0.05037606178878151	0.5915809554889476	0.0613	0.1433
ENSG00000021852	0.5326711120145853	1.0	0.3931	0.526
ENSG00000022277	0.5781552679788633	1.0	0.7487	0.3165
ENSG00000022355	0.9903146272568183	1.0	0.9907	0.8722
ENSG00000022556	0.8883068784220745	1.0	0.9907	0.5716
ENSG00000022567	0.3093402832604015	0.9860925306220808	0.9037	0.1008
ENSG00000023171	0.6926315803320109	1.0	0.7097	0.4609
ENSG00000023287	0.728308712831532	1.0	0.8561	0.4211
ENSG00000023516	0.4623119510650775	1.0	0.6574	0.251
ENSG00000023839	0.8655668277800816	1.0	0.6602	0.8006
ENSG00000023902	0.9773009034166337	1.0	0.9907	0.8021
ENSG00000024048	0.1768923358684802	0.8491540699421041	0.3097	0.1374
ENSG00000025293	0.02781192493721174	0.49227257411355496	0.0268	0.161
ENSG00000025434	0.07930124071463984	0.6631417236295224	0.2506	0.0611
ENSG00000026025	0.45869908098182843	1.0	0.2452	0.6648
ENSG00000026036	0.6138034560091139	1.0	0.4608	0.57
ENSG00000026103	0.0011080946679534742	0.25573034630475533	0.0025	0.0438
ENSG00000026652	0.061179222407615086	0.6198820386093892	0.0928	0.1199
ENSG00000026751	0.8580761685438157	1.0	0.6964	0.7424
ENSG00000027001	0.32067700397925636	0.9968306462438346	0.2775	0.3455
ENSG00000027075	0.9904731339918516	1.0	0.9907	0.8733
ENSG00000027644	0.8276890863488852	1.0	0.9899	0.4786
ENSG00000027869	0.561417662085806	1.0	0.3734	0.604
ENSG00000028116	0.5879707037559208	1.0	0.6018	0.4052
ENSG00000028277	0.17192202973565607	0.8386441991460135	0.1388	0.2953
ENSG00000028310	0.21545739710087253	0.8935671481478163	0.3517	0.1573
ENSG00000028839	0.7724717695705263	1.0	0.5145	0.7902
ENSG00000029364	0.6353988287742207	1.0	0.5566	0.5016
ENSG00000029534	0.9999985541804699	1.0	0.9983	1.0
ENSG00000029559	0.09227241724407631	0.706967012541893	0.193	0.0958
ENSG00000029639	0.9560565317740607	1.0	0.8271	0.8688
ENSG00000030066	0.572256737274605	1.0	0.3952	0.5893
ENSG00000030304	0.4337463182159965	1.0	0.5317	0.2813
ENSG00000031003	0.3988852557718492	1.0	0.4682	0.2815
ENSG00000031081	0.9999985541804699	1.0	0.9983	1.0
ENSG00000031691	0.9829782064627062	1.0	0.8561	0.9593
ENSG00000031698	0.4907452066403589	1.0	0.3547	0.5109
ENSG00000032742	0.05888534568814041	0.6122318338720483	0.1609	0.066
ENSG00000033011	0.005044025935572294	0.32095505532232566	0.0256	0.0234
ENSG00000033030	0.8789184335319697	1.0	0.8146	0.6754
ENSG00000033122	0.020994852617256865	0.4547621636512616	0.1087	0.0285
ENSG00000033178	0.5884219665693889	1.0	0.3414	0.7152
ENSG00000033867	0.9878415905099814	1.0	0.9586	0.8848
ENSG00000034053	0.045140051134060166	0.5752775747438437	0.0359	0.2143
ENSG00000034152	0.009278590387292396	0.37179220535737373	0.026	0.0462
ENSG00000034971	0.8689906174127077	1.0	0.662	0.8066
ENSG00000035681	0.7157841512155867	1.0	0.6295	0.5535
ENSG00000035928	0.3533216981944467	1.0	0.1774	0.6214
ENSG00000036257	0.7701183774051216	1.0	0.5085	0.7944
ENSG00000036473	0.05709011885884163	0.6122318338720483	0.1397	0.0732
ENSG00000036530	0.46413716025971197	1.0	0.5438	0.3053
ENSG00000036549	0.7407456925612595	1.0	0.6684	0.5579
ENSG00000036565	0.443349248620029	1.0	0.229	0.6754
ENSG00000037280	0.9705083739011022	1.0	0.8108	0.9462
ENSG00000037474	0.013761714600580621	0.4059852827174243	0.0809	0.0234
ENSG00000037637	0.920251472296683	1.0	0.8525	0.7369
ENSG00000038002	0.5766377027407166	1.0	0.6544	0.3605
ENSG00000038219	0.279373559207607	0.9558743901420762	0.2764	0.2856
ENSG00000038295	0.26494199317023837	0.9349996650164428	0.1641	0.4469
ENSG00000038358	0.717200526344444	1.0	0.6363	0.5497
ENSG00000038382	0.8629391255602699	1.0	0.6228	0.8421
ENSG00000038427	0.257431068747908	0.929312173945552	0.4922	0.1432
ENSG00000038945	0.827159007972248	1.0	0.6372	0.7424
ENSG00000039068	0.1767026834373956	0.8491540699421041	0.1212	0.3506
ENSG00000039139	0.7402794365608384	1.0	0.3962	0.94
ENSG00000039319	0.5425185516897861	1.0	0.5343	0.3988
ENSG00000039523	0.9991309426171826	1.0	0.9586	1.0
ENSG00000039600	0.6261952734283598	1.0	0.6956	0.3911
ENSG00000040275	0.8398466574411215	1.0	0.7566	0.6482
ENSG00000040731	0.49852301571745605	1.0	0.3262	0.5696
ENSG00000041357	0.40641572802703296	1.0	0.4503	0.301
ENSG00000041515	0.4909495028967217	1.0	0.5098	0.3557
ENSG00000041982	0.2798910123164091	0.9563722996095807	0.1406	0.5629
ENSG00000042062	0.61541636255107	1.0	0.4428	0.5959
ENSG00000042286	0.6040402055108758	1.0	0.5713	0.4471
ENSG00000042317	0.663028010671322	1.0	0.4216	0.7152
ENSG00000042445	0.4262021248316178	1.0	0.7445	0.1956
ENSG00000042753	0.6300086564618179	1.0	0.3929	0.6999
ENSG00000042781	0.9617741333322658	1.0	0.7563	0.9739
ENSG00000042813	0.8088733126572335	1.0	0.6505	0.6909
ENSG00000042832	0.961101313373165	1.0	0.8729	0.8413
ENSG00000042980	0.10638968552665273	0.7300352468833459	0.2308	0.0958
ENSG00000043143	0.2110588038103377	0.892269287832669	0.3047	0.1766
ENSG00000043462	0.3238181777496605	1.0	0.1241	0.7834
ENSG00000044115	0.868057850759571	1.0	0.6687	0.7963
ENSG00000044459	0.5128445243091139	1.0	0.4436	0.4383
ENSG00000044524	0.9554948403794249	1.0	0.8631	0.8306
ENSG00000044574	0.2930445974554501	0.9682850309062873	0.2858	0.2953
ENSG00000046889	0.7252804457091693	1.0	0.5371	0.6657
ENSG00000047188	0.5685468461683532	1.0	0.3126	0.7369
ENSG00000047315	0.677461593807039	1.0	0.4258	0.7369
ENSG00000047346	0.46309289702150713	1.0	0.2583	0.6405
ENSG00000047365	0.9989723737805003	1.0	0.9998	0.9552
ENSG00000047410	0.8130091314892955	1.0	0.6988	0.6506
ENSG00000047457	0.4358430627078921	1.0	0.3199	0.471
ENSG00000047578	0.2271434013353486	0.8983155162488303	0.2813	0.2112
ENSG00000047617	0.6824977570270985	1.0	0.5885	0.5406
ENSG00000047644	0.03571059836047763	0.5224486108585391	0.088	0.066
ENSG00000047648	0.5416330927849435	1.0	0.4471	0.4753
ENSG00000047662	0.6598324096244692	1.0	0.4741	0.6304
ENSG00000047932	0.5265704737471429	1.0	0.3705	0.5477
ENSG00000047936	0.6208172617553971	1.0	0.4655	0.5756
ENSG00000048028	0.7425532925204779	1.0	0.5818	0.6441
ENSG00000048052	0.886149972187336	1.0	0.6748	0.8336
ENSG00000048342	0.5545100492880846	1.0	0.584	0.3783
ENSG00000048471	0.4613714695804624	1.0	0.5083	0.3236
ENSG00000048707	0.6164352501463688	1.0	0.3838	0.6895
ENSG00000048740	0.21301951346085357	0.8927097482623325	0.3384	0.161
ENSG00000048991	0.0514173855824086	0.5969480560987969	0.096	0.0938
ENSG00000049089	0.040501930640266526	0.5475598625186812	0.0367	0.184
ENSG00000049192	0.024158318935868284	0.47793099051194593	0.1282	0.0285
ENSG00000049246	0.3819805799658289	1.0	0.262	0.4717
ENSG00000049323	0.15888225155729252	0.8229765782423951	0.0959	0.3855
ENSG00000049449	0.9042077924595838	1.0	0.6804	0.8753
ENSG00000049540	0.1334988079901136	0.774770892684419	0.1981	0.149
ENSG00000049618	0.24224446172787084	0.9213678443889902	0.3157	0.2054
ENSG00000049759	0.9108424528129246	1.0	0.7131	0.8535
ENSG00000049883	0.11051972954441214	0.7346244090257361	0.9915	0.0234
ENSG00000050030	0.36153389506251554	1.0	0.4518	0.2523
ENSG00000050344	0.9837381288903598	1.0	0.9586	0.8608
ENSG00000050393	0.26354431242322685	0.9346300387465579	0.1872	0.3889
ENSG00000050438	0.3420504381145437	1.0	0.3293	0.3194
ENSG00000050555	0.9919698755298761	1.0	0.9907	0.8842
ENSG00000051009	0.9015330149635493	1.0	0.8436	0.6999
ENSG00000051341	0.7441197625387654	1.0	0.4978	0.756
ENSG00000051382	0.9672153983270761	1.0	0.9983	0.7564
ENSG00000051825	0.2409047723287735	0.9212390856989279	0.1356	0.4746
ENSG00000052126	0.3907725189481207	1.0	0.6947	0.184
ENSG00000052841	0.9999662877267013	1.0	0.9918	1.0
ENSG00000053108	0.5108664201970196	1.0	0.4142	0.4665
ENSG00000053371	0.04667290422373749	0.5815140302672984	0.0903	0.0887
ENSG00000053524	0.5494376298180506	1.0	0.6656	0.3269
ENSG00000053747	0.9910784324368415	1.0	0.9125	0.9528
ENSG00000053770	0.0109632859860469	0.3840282462541	0.0622	0.0234
ENSG00000054118	0.11961138029392138	0.7512477061493218	0.3375	0.076
ENSG00000054219	0.3802506679159019	1.0	0.4477	0.2742
ENSG00000054267	0.9053069051692646	1.0	0.9983	0.5987
ENSG00000054282	0.7004486471746849	1.0	0.6591	0.507
ENSG00000054356	0.6272046159671263	1.0	0.5871	0.4647
ENSG00000054392	0.2539785198285698	0.9254821099822151	0.4519	0.1531
ENSG00000054523	0.9153519779133563	1.0	0.8501	0.7268
ENSG00000054654	0.20809768786065186	0.8883278736669887	0.32	0.165
ENSG00000054690	0.9820282181228146	1.0	0.9897	0.825
ENSG00000054793	0.8862127427634356	1.0	0.712	0.7902
ENSG00000054938	0.41034076024477195	1.0	0.2036	0.6754
ENSG00000054967	0.7676754112365923	1.0	0.5405	0.7424
ENSG00000054983	0.3044136728315774	0.9774692915212704	0.2006	0.4439
ENSG00000055118	0.0788368690580058	0.6631417236295224	0.2262	0.0672
ENSG00000055163	0.6738670593731988	1.0	0.46	0.6754
ENSG00000055483	0.9999566203136232	1.0	0.9907	1.0
ENSG00000055609	0.029823420037246473	0.4966533506218626	0.0776	0.0604
ENSG00000055813	0.8663796747797877	1.0	0.6977	0.7594
ENSG00000055917	0.10904221955402704	0.7323733471883614	0.059	0.3866
ENSG00000055950	0.048183930509794304	0.5827474408638085	0.0674	0.1235
ENSG00000055957	0.8735264532373322	1.0	0.8169	0.6626
ENSG00000056097	0.9624743869077756	1.0	0.8075	0.915
ENSG00000056291	0.28954853153644333	0.9656868870067452	0.2659	0.3121
ENSG00000056586	0.705668495792159	1.0	0.4949	0.6849
ENSG00000057019	0.14455043439918525	0.7983787943100871	0.1909	0.1713
ENSG00000057149	0.07884612088057952	0.6631417236295224	0.1231	0.1235
ENSG00000057252	0.07372292318165607	0.660329120612444	0.0869	0.161
ENSG00000057294	0.013182010419259038	0.4059852827174243	0.0268	0.0672
ENSG00000057468	0.2836464725168081	0.9594591808167903	0.2554	0.3157
ENSG00000057657	0.5274849451999931	1.0	0.4984	0.4083
ENSG00000058056	0.5824443003658766	1.0	0.3063	0.7834
ENSG00000058063	0.20630885015082479	0.8856281144015963	0.2747	0.19
ENSG00000058085	0.2064948389780139	0.8856281144015963	0.284	0.184
ENSG00000058091	0.47800785768953247	1.0	0.2574	0.6754
ENSG00000058335	0.014632787840848094	0.40974588134803436	0.0308	0.066
ENSG00000058453	0.8170537210934075	1.0	0.5933	0.775
ENSG00000058668	0.12553618942023725	0.762047721295108	0.1455	0.1875
ENSG00000058673	0.7288962751957615	1.0	0.7062	0.5113
ENSG00000058804	0.6956616754428552	1.0	0.6202	0.5318
ENSG00000059145	0.20319979132892618	0.8814507014397788	0.3584	0.1427
ENSG00000059377	0.9796842585310298	1.0	0.9602	0.8387
ENSG00000059915	0.1536142319484891	0.8131737839760261	0.3989	0.0887
ENSG00000060069	0.9999566203136232	1.0	0.9907	1.0
ENSG00000060237	0.07042319392187191	0.6511224415400827	0.0426	0.3104
ENSG00000060339	0.5377775542862994	1.0	0.6309	0.3329
ENSG00000060709	0.7828293332096776	1.0	0.5015	0.834
ENSG00000060718	0.05810538562696144	0.6122318338720483	0.047	0.2223
ENSG00000060749	0.9999971176932312	1.0	0.9976	1.0
ENSG00000060971	0.03108493339653029	0.49882366942599654	0.2104	0.0234
ENSG00000060982	0.3552962345995746	1.0	0.3168	0.3508
ENSG00000061273	0.025302913317985287	0.4840576237370695	0.1649	0.0234
ENSG00000061676	0.9999566203136232	1.0	0.9907	1.0
ENSG00000061936	0.21880001181886188	0.8935680877473113	0.3354	0.1684
ENSG00000061938	0.5877632123595774	1.0	0.4503	0.5412
ENSG00000061987	0.3765849020390024	1.0	0.2292	0.528
ENSG00000062096	0.9991309426171826	1.0	0.9586	1.0
ENSG00000062282	0.027810835791715394	0.49227257411355496	0.0141	0.306
ENSG00000062370	0.9934901905709624	1.0	0.9983	0.8896
ENSG00000062524	0.13359426322470325	0.774770892684419	0.24	0.1231
ENSG00000062598	0.8105168094664769	1.0	0.677	0.6669
ENSG00000062650	0.2793202359601452	0.9558743901420762	0.3003	0.2628
ENSG00000063015	0.7175005388222697	1.0	0.5183	0.6754
ENSG00000063176	0.11831156088849015	0.7507762611246839	0.8056	0.0314
ENSG00000063245	0.2522323380449891	0.9254821099822151	0.2228	0.3076
ENSG00000063438	0.9969505703790317	1.0	0.9873	0.9348
ENSG00000063601	0.43365311471008927	1.0	0.5764	0.2594
ENSG00000064042	0.8210764526975881	1.0	0.6502	0.7152
ENSG00000064102	0.8953689565246634	1.0	0.7394	0.783
ENSG00000064205	0.07450080895252542	0.660329120612444	0.6057	0.0234
ENSG00000064225	0.19917266770383768	0.87927577995201	0.741	0.0672
ENSG00000064300	0.5874792148489303	1.0	0.5074	0.4799
ENSG00000064309	0.12371371438728929	0.7593656960140553	0.1683	0.1591
ENSG00000064313	0.2827818039429557	0.9594591808167903	0.1894	0.4239
ENSG00000064393	0.4080340390699142	1.0	0.2236	0.6098
ENSG00000064545	0.6560785022367944	1.0	0.4226	0.6999
ENSG00000064607	0.36172705052889165	1.0	0.709	0.1609
ENSG00000064651	0.8249428541465315	1.0	0.7791	0.6034
ENSG00000064655	0.10448527308706057	0.7300352468833459	0.175	0.1235
ENSG00000064687	0.9572529275607585	1.0	0.8136	0.8877
ENSG00000064763	0.31718194013629764	0.9940248860543894	0.8888	0.1062
ENSG00000065150	0.0477377789764486	0.5827474408638085	0.0694	0.1186
ENSG00000065328	0.3640559048286087	1.0	0.4412	0.261
ENSG00000065357	0.18749542026301524	0.8649715818254123	0.193	0.2381
ENSG00000065361	0.6933625109178463	1.0	0.6132	0.5345
ENSG00000065427	0.2942817974896872	0.9682850309062873	0.1257	0.6754
ENSG00000065491	0.11070070674267785	0.7346244090257361	0.0442	0.526
ENSG00000065526	0.9660279035847539	1.0	0.8112	0.9257
ENSG00000065534	0.0924938897322346	0.706967012541893	0.4234	0.0438
ENSG00000065559	0.03791801047648502	0.5355700558084174	0.0801	0.0779
ENSG00000065609	0.2221122524808068	0.8935680877473113	0.358	0.161
ENSG00000065615	0.6013567116289854	1.0	0.3499	0.7244
ENSG00000065618	0.9705659246839573	1.0	0.9907	0.7746
ENSG00000065675	0.9275895431608787	1.0	0.7445	0.8656
ENSG00000065833	0.2902167849077051	0.9659148427421759	0.1636	0.5089
ENSG00000065882	0.36939309929739406	1.0	0.3838	0.3065
ENSG00000065883	0.6280404798224923	1.0	0.4049	0.6754
ENSG00000065923	0.6400143345118339	1.0	0.5257	0.538
ENSG00000065978	0.170804383290464	0.835943107789867	0.2484	0.1636
ENSG00000065989	0.9836227603307315	1.0	0.8872	0.9294
ENSG00000066032	0.7935963412543523	1.0	0.5745	0.7499
ENSG00000066084	0.5313138044992118	1.0	0.2942	0.6999
ENSG00000066117	0.25919087765228177	0.9312489200153082	0.351	0.2027
ENSG00000066135	0.35699307819273507	1.0	0.47	0.2381
ENSG00000066248	0.07740056419908503	0.6631417236295224	0.4732	0.0314
ENSG00000066279	0.16434798887521906	0.8291795652716814	0.2024	0.1909
ENSG00000066382	0.46101177062346455	1.0	0.3442	0.4773
ENSG00000066468	0.07431358722188053	0.660329120612444	0.1721	0.0821
ENSG00000066557	0.6140683568265315	1.0	0.3932	0.6685
ENSG00000066629	0.021504003851633202	0.4547621636512616	0.0258	0.1235
ENSG00000066735	0.8161195052059418	1.0	0.5215	0.8794
ENSG00000066739	0.5957073187837834	1.0	0.5204	0.4792
ENSG00000066777	0.9054584569018201	1.0	0.7257	0.824
ENSG00000066813	0.9381116638935124	1.0	0.7754	0.8634
ENSG00000066827	0.23298943080511691	0.9073279843751193	0.2216	0.2775
ENSG00000066933	0.8872433000225228	1.0	0.6056	0.932
ENSG00000067066	0.3454524236780414	1.0	0.4189	0.2547
ENSG00000067141	0.9999999799986665	1.0	0.9998	1.0
ENSG00000067248	0.7383048106657215	1.0	0.6389	0.5798
